sentence_count,english_word,non_english_word,CC,DT-PDT,IN,JJ,JJR,JJS,MD,NN,NNS,NNP,NNPS,RB2,RBR,RBS,VB,VBD-VBN,VBG,VBP-VBZ,other_tags,word_count,td_idf,unique,score,essay_wo_stopwords
2,56,2,2,8,9,1,0,0,1,3,7,1,0,6,0,0,4,0,0,7,9,24,3.899676516090129,19,1.0,affect feature around affect hot bike bikers need water also affect road hill road stight need go hilles affect cycle hard land form jump
7,239,13,9,35,34,9,2,1,2,53,11,10,0,8,3,0,12,20,7,6,31,129,9.001536153314515,97,3.0,feature setting yosemite give cyclist something look forward feature sorting enduse get cause despaire soon cyclist pass ghost town notice swettering hed sun early endeavers trip check say brely noticed sun cool pine rushing hill yosemite name written although cyclist began feel toll trip sun going take erased morning hope bealy arriving yosemite cyclist noticedthe sun drank untill water supply seemed low striping old rusty water pump hope replenished taste bitter battery acid caused cyclist stop drinking rolling hill sun tumbleweds nothing quech cyclist thirst least divert assertion cyclist see sign said yosemite @ num1 mile away spirit would risen instead saw sign said rough road ahead nothing help terrain poporsed easier travel plenty supply water tune passive would hoped instead despair feature setting caused cyclist grief instead hope
5,85,1,1,11,13,6,0,0,2,13,1,3,0,7,0,0,4,5,2,9,10,38,5.498933605912105,34,1.0,bike rider short story exceed posted speed limit @ person1 greatly affected condition land around riding extremely dry desert running low water however since dry place find also since middle one ask story set somewhere else either problem
7,105,7,1,14,11,5,0,0,1,27,7,4,0,6,0,0,6,10,1,5,14,65,6.1047027806102125,54,1.5,rough road ahead exceed posted speed limit feature setting affect cyclist many visual feature create deserted area thats hott head example paragraph five use alot adjective describe abandon place word like ramshackle rusty also often lack water brung made u think hott california desert must also heat made cyclist belive seeing miracle saw welch fruit juice factory choice visual word story word describe affected cyclist
3,93,1,3,17,15,6,0,0,0,17,7,3,0,0,0,0,3,9,3,0,12,42,5.653058264271759,36,2.0,passage cyclist @ num1 different setting one setting rough terrain pas lacked amount water another setting cyclist go hill like terrain laughing taking old men advice first place feature great tall cyclist body strength spirit confidence determination relief success able overcome obstacle
7,110,0,4,21,13,5,0,0,0,21,6,2,0,5,0,0,4,11,0,7,11,53,5.684002807635243,41,2.0,feature setting affect cyclist many way example weather california june hot water cyclist found pipe hot well text say somewhere neighborhood two hundred degree affected water drink another example overcome tumbleweed snake text state tumbleweed crossed path ridiculously large snake obstacle overcome another example deserted text say one sight building car structure kind
4,75,0,2,9,9,5,1,0,4,9,1,1,0,6,1,0,7,3,2,6,10,32,4.2218082272078945,22,1.0,setting feature cyclist hot cold could affect cyclist riding hot cyclist would get exhausted lot faster cold cyclist would @ month1 get sick also windy would go lot slower going wind direction
5,65,1,1,8,7,1,0,0,3,14,4,0,0,1,0,0,5,9,0,1,12,36,5.1976277845635215,31,1.0,feature affected cyclist plenty thing one thing would lack water text said pump gave water taste like battery acid another one would surroundings changed old men sald got lost lost determination find someone say could survive
5,71,2,5,8,4,2,0,0,0,11,3,5,0,9,1,0,1,2,1,10,12,34,5.023604438380476,31,1.5,setting feature affect cyclist greatly desert town abandoned also hit sign say rough road ahead kurmaskie pg @ num1 make trip even worse make big hill torn old beaten road sun beating almost water
7,126,1,6,14,8,3,0,0,9,20,5,2,0,9,0,0,17,6,3,4,21,61,5.766075974401483,44,1.5,feature setting affect cyclist giving obstacle overcome go winding hill would slow could manuver hill lose control bike heat facing would cause tiredness dehydration exposed sun heat long enough get sunburn suffer heat stroke heat stroke fatal anyone especially heart problem dehydration also fatal cyclist see building would able tell might get lost getting lost also lead dehydration tiredness heat stroke
4,87,6,4,15,16,6,1,0,0,20,5,0,0,2,0,0,2,5,2,7,8,46,5.666223957502929,38,2.0,setting feature affect cyclist building hope water since traveling desert water limited supply many empty building left wastland building create feeling releve cyclist anty followed despair find abandoned land feature also creates feeling lost hope rider making entire ordeal much harder excureiatly experience physicly mentaly cyclist
7,102,0,4,15,13,9,0,0,0,14,8,6,0,5,1,0,2,1,0,12,14,51,5.936852159312567,43,2.0,rough @ caps1 ahead feature setting cyclist surroundings greatly influence high desert california june climate hot dry miserable another feature setting affect cyclist middle nowhere human being car building mile also terrain affect biker road start get bumpy uneven cause exhaust water supply even faster overall cyclist story greatly affected surroundings
7,91,0,1,13,9,11,1,0,0,16,6,0,0,5,1,0,3,11,5,0,9,49,6.079485165049046,42,2.0,short story cyclist affected setting many way author running water throughout whole story water bottle contained tantalizing sip limited amount water bottle travel long distance two mile next section getting tired quick also terrain good noticed terrain changing flat road replaced short rolling hill get harder harder continue ride
11,167,5,10,12,13,15,1,1,2,24,11,1,0,12,1,1,7,22,2,3,34,82,7.879661992025489,72,1.5,cyclist set seeing cool piney tree lake saw dirt snake source civilization worried affectively see scared see windy river trail hidden beneath kind tree see people friendly little forest critter instead saw rusty color dirt occasional snake mood affected started lose confidence hope used new surroundings doubted could even make alive came across run building welch factory even distraught fortunately find civilization came fishing supply shop definetly boosted spirit saved thirst problem assured alive would luckily stay way sat wading search destination
6,72,0,1,10,11,7,1,0,0,9,3,2,0,10,0,0,2,0,0,8,8,26,4.255290354603388,22,2.0,feature setting good cyclist california june hot pretty much desert stop water pump find water except drop also drop get taste like battery acid good cyclist
8,244,4,15,30,22,18,2,1,2,31,11,9,0,21,1,0,5,7,12,24,38,123,9.395008825702117,103,3.0,essay rough road ahead exceed posted speed limit author change mood telling u cyclist feel also describing environment leaving resevoir compground feeling pretty good leaving serenity early summer evening headed toward cool pine rushing river yosemite beautiful setting affect cyclist anticipating another one however move ghost town sun beginning beat le confident becoming doubtful men advice however still optimistic finally funny thriving little spot next cyclist come one ramshackle shed several rusty pump coral know thing bad shape @ caps1 water however tarlike substance move choice come rough road tumbleweed ridiculously large snake effect cyclist letting know thing worst either give keep pushing doubt could get worse cyclist finally end cyclist enters rather modern bathroom thing back civilization feel relaxed relieved much better
13,200,5,10,18,25,11,0,0,8,33,7,9,0,14,0,0,19,4,2,14,35,101,6.8704923017279365,60,1.5,@ num1 feature setting affect cyclist journey lack water middle nowhere nobody due lack water feature really affect cyclist need water move get journey water main thing could end getting dehydrated might cause die right middle street therefore water one feature affect cyclist furthermore middle nowhere building nothing around even gas station stop money would able buy @ num2 @ num3 bottle water maybe even snack another feature affect lastly nobody around town able help anything let say get lost need direction get wherever going well nobody around able help get around anything conclusion @ num1 main feature defentily affect cyclist
5,95,1,1,17,11,4,0,1,6,16,3,1,0,10,3,0,7,1,2,8,6,48,4.362549171144829,28,1.0,setting affect cyclist many reason one setting nice rider concentrate scenery pain also setting nice rider would probably concentrate pain would scenery another thing setting hilly rider drive @ month1 feel greatest cyclist would get even pain plus cyclist could could get dehydrated faster setting really affect cyclist
5,78,0,4,11,11,1,0,1,1,16,4,2,0,2,0,0,2,10,1,0,12,37,5.168865658602638,32,2.0,setting story affected cyclist going obstacle get town setting desert california june cyclist also lack water found pump said black tasted like battery acid stopped direction men gave oldest set direction cyclist said would stick trusty map
5,130,2,4,26,13,2,1,0,1,30,7,10,0,8,0,0,4,12,3,3,9,70,6.034298944474044,47,2.5,text feature setting greatly affect cyclist example text state one sight building structure kind made cyclist lonely started lose hope finding water secondly text stated ironic twist building abandoned year easlier look welch grape juice factory made cyclist lose hope thought building would people got excited lastly text state grape @ caps1 fish camp sight building gave cyclist hope happiness finding place get drink setting feature greatly affect cyclist feeling
7,114,4,4,19,13,5,2,0,0,23,5,2,0,6,3,0,3,14,2,4,14,60,5.6384650800851785,39,1.5,feature setting made cyclist ride longer harder expected cyclist first headed road flat smooth halfway trip flat road replaced short rolling hill cyclist continues pedel even though slowed 12 mph hill made ride slower harder hill tuoards end hill make long crippling hill word crippling used show phisical affect hill hill feature setting made cyclist ride longer harder phisically demanding
